WHITBYCGS	PICKERINGA-G1	PICKERINGA-G3	PICKERINGB-G5	PICKERINGB-G6	PICKERINGB-G8	BECK1	BECK2	DECEWFALLS	GRAND VALLEY 3	GRANDSF	GRANDWF	SUM	Humidity	Pressure	Temperature
51	0	505	486	498	500	135	1036	72	14	2	32	4624	64	1016	295.76
51	0	505	484	498	501	224	1271	72	13	0	22	4954	60	1015	295.97
51	0	504	486	498	500	140	1126	72	11	0	34	4717	72	1015	295.39
51	0	504	487	500	500	218	1139	71	7	0	45	4489	64	1015	296.17
52	0	505	486	500	501	164	1008	71	13	0	31	4259	68	1014	295.98
52	0	505	487	499	501	135	822	71	7	0	0	3677	68	1014	295.38
52	0	505	488	501	502	135	818	71	5	0	13	3594	64	1014	294.17
53	0	506	488	501	502	135	853	71	9	0	5	3627	77	1013	293.78
30	0	506	488	501	500	134	897	71	10	0	13	3653	88	1013	293.75
0	0	505	487	499	502	134	882	71	8	0	2	3592	88	1013	292.12
0	0	506	488	501	502	135	884	71	10	0	0	3601	73	1014	292.12
0	0	507	488	501	502	134	1040	71	14	0	25	3786	77	1014	291.37
0	0	507	489	502	502	134	1035	71	14	3	43	3804	82	1014	291.63
0	0	506	489	501	502	134	1065	71	21	23	51	3867	88	1014	290.91
0	0	506	489	500	501	134	950	73	23	38	54	3770	93	1015	289.15
0	0	507	489	502	502	133	958	73	22	35	54	3779	82	1015	288.86
0	0	506	489	501	503	126	964	72	21	59	9	3754	93	1016	288.4
0	0	507	489	501	501	126	996	72	18	69	39	3822	87	1016	287.63
0	0	507	487	501	502	126	973	71	21	73	25	3788	82	1017	287.95
0	0	506	489	500	501	126	955	71	23	70	33	3777	82	1018	288.36
0	0	506	487	501	502	134	954	71	25	62	28	3774	87	1019	288.36
0	0	506	487	501	502	137	960	71	27	72	18	3785	72	1019	288.57
0	0	507	488	501	502	136	977	71	28	44	0	3758	63	1019	289.75
0	0	507	487	500	502	136	973	71	22	11	1	3714	52	1019	290.74
0	0	506	488	501	503	136	1000	71	21	3	42	3774	48	1019	290.96
0	0	506	488	501	503	136	1018	71	19	0	65	3810	48	1019	291.56
0	0	507	489	502	503	135	965	71	15	0	53	3744	45	1019	291.96
0	0	507	490	502	503	134	930	71	11	0	20	3673	48	1019	291.36
0	0	507	488	502	503	135	811	71	9	0	24	3555	42	1019	290.55
0	0	507	490	502	503	135	860	71	8	0	0	3580	45	1020	290.18
0	0	507	489	500	503	136	863	71	3	0	0	3576	48	1020	288.76
0	0	507	488	502	503	136	892	71	3	0	0	3607	48	1021	287.55
0	0	507	490	502	503	136	878	71	8	0	11	3609	51	1021	286.55
0	0	507	488	502	502	136	930	71	14	0	19	3673	50	1022	285.12
0	0	507	489	500	503	137	973	71	15	0	22	3721	50	1023	284.35
0	0	507	490	502	503	137	976	71	9	0	28	3727	54	1023	283.61
51	0	507	488	502	503	137	921	71	5	5	0	3695	58	1023	283.35
57	0	506	490	500	503	136	1015	71	5	23	3	3814	58	1023	282.59
57	0	507	490	502	503	135	1080	71	3	45	16	3914	62	1023	281.85
56	0	507	488	502	503	135	943	71	3	70	6	3787	62	1023	281.59
56	0	507	490	500	503	136	977	71	2	94	19	3860	66	1024	281.37
56	0	506	490	502	503	136	968	71	2	85	6	3829	66	1024	281.1
55	0	506	489	502	503	137	942	71	1	80	0	3790	66	1024	280.91
54	0	506	489	502	502	136	942	71	3	88	0	3797	62	1025	282.94
54	0	507	490	502	503	135	943	71	2	77	0	3789	58	1025	284.96
54	0	507	489	500	502	135	1003	71	0	56	15	3836	47	1025	286.36
53	0	506	488	501	500	155	1246	71	0	27	6	4057	44	1025	287.55
54	0	505	487	501	502	313	1323	71	0	12	7	4278	51	1025	288.36
54	0	504	487	500	501	135	1041	72	0	2	3	3802	48	1024	288.76
55	0	503	488	500	501	134	980	72	3	0	0	3739	55	1024	289.34
55	0	504	486	499	501	134	968	71	7	0	0	3728	54	1024	289.76
57	0	504	488	501	501	134	986	71	8	0	0	3753	55	1023	290.15
57	0	504	486	499	500	135	823	71	17	0	1	3596	55	1023	290.16
57	0	504	487	501	502	133	872	73	11	0	7	3651	55	1022	289.75
57	0	504	489	501	502	131	886	72	5	0	35	3686	62	1022	288.55
57	0	505	490	501	502	132	821	72	9	0	12	3606	62	1022	287.34
57	0	505	490	501	503	130	793	72	12	0	0	3568	67	1022	286.33
57	0	505	490	502	501	130	793	72	21	0	0	3576	62	1022	285.35
57	0	505	490	502	503	130	798	72	21	0	0	3582	62	1023	285.36
57	0	506	490	502	503	131	819	72	27	0	0	3612	67	1023	284.86
56	0	505	490	502	503	134	912	72	13	1	0	3693	71	1023	283.88
56	0	505	490	502	503	134	974	72	20	18	0	3779	71	1023	283.12
56	0	505	489	499	502	133	954	72	17	66	0	3797	81	1023	282.62
55	0	504	488	500	501	133	950	72	20	90	0	3817	76	1022	282.37
55	0	503	485	500	501	133	980	70	21	95	1	3847	71	1022	283.15
55	0	502	483	499	500	133	975	70	21	92	0	3831	81	1021	282.91
54	0	501	484	496	499	132	988	71	24	69	1	3820	82	1022	281.91
54	0	500	484	498	499	132	1012	72	22	42	5	3820	51	1021	284.73
54	0	500	483	498	498	132	950	72	26	27	56	3796	59	1022	287.55
54	0	501	483	483	485	132	992	72	23	23	73	3821	63	1022	290.15
54	0	500	483	478	444	132	1012	72	18	10	28	3731	63	1021	290.36
54	0	500	483	479	451	132	1132	72	11	5	20	3839	59	1021	291.36
53	0	500	483	479	451	138	1153	72	9	0	17	3856	63	1020	291.97
53	0	501	484	479	451	132	1099	72	7	0	12	3790	59	1019	291.76
53	0	500	484	479	450	149	1111	72	7	0	17	3823	59	1019	292.57
53	0	499	484	478	449	133	1033	72	7	0	32	3739	63	1018	291.99
54	0	501	482	479	451	134	978	72	5	0	48	3705	68	1017	290.75
54	0	501	481	478	450	135	867	72	7	0	35	3580	68	1016	290.13
55	0	502	482	469	449	132	1014	72	8	0	20	3701	68	1016	290.34
55	0	502	480	467	448	132	978	71	5	0	10	3648	72	1016	290.13
55	0	502	483	467	450	132	948	72	1	0	7	3617	68	1016	290.34
55	0	502	481	470	452	132	932	72	1	0	16	3614	72	1015	290.66
55	0	500	478	480	453	133	835	72	5	0	28	3541	72	1015	289.92
55	0	499	478	481	478	133	800	72	2	0	0	3499	77	1013	289.63
55	0	499	478	480	482	81	942	72	3	0	0	3593	77	1013	289.4
54	0	499	476	479	482	131	999	72	1	19	29	3742	87	1012	288.9
54	0	501	476	496	481	134	1121	72	2	38	12	3885	93	1011	288.15
53	0	503	481	499	482	335	1340	72	6	52	10	4334	93	1011	287.37
53	0	503	485	499	487	151	1273	72	10	40	21	4095	100	1010	287.38
52	0	504	486	500	487	133	1115	72	16	64	33	3964	93	1010	288.12
52	0	503	485	500	489	134	948	72	25	68	64	3841	93	1009	288.13
51	0	503	484	501	489	133	958	72	17	47	85	3840	93	1010	288.34
51	0	504	485	502	490	133	943	72	31	43	89	3845	100	1009	288.35
52	0	504	487	500	493	134	950	72	30	55	114	3894	82	1010	289.36
52	0	504	485	502	500	133	983	72	19	26	101	3877	68	1010	291.33
52	0	503	487	502	501	133	989	72	16	16	55	3829	68	1010	292.55
52	0	503	487	502	501	133	1019	71	16	2	50	3838	72	1009	292.77
52	0	503	485	500	502	135	969	70	20	0	35	3772	77	1009	291.97
52	0	502	487	502	500	134	900	71	24	0	40	3715	60	1009	293.56
53	0	502	487	502	501	135	912	71	27	0	64	3756	88	1010	292.98
54	0	504	486	502	501	135	800	71	34	0	72	3661	82	1010	293.36
54	0	503	485	501	501	135	799	71	36	0	8	3596	46	1010	293.73
54	0	503	486	501	501	135	813	71	36	0	0	3600	52	1011	292.53
54	0	501	487	503	501	134	856	71	34	0	0	3644	68	1011	291.56
53	0	499	486	502	500	134	880	71	31	0	0	3659	77	1012	290.15
53	0	499	486	496	502	134	856	69	32	0	0	3628	82	1012	289.9
53	0	498	487	498	502	135	859	69	10	0	0	3608	82	1011	288.62
52	0	499	487	502	502	135	845	69	39	0	0	3630	82	1011	288.36
52	0	498	487	502	501	135	888	69	30	4	0	3668	82	1011	287.85
52	0	500	485	501	501	135	945	69	34	27	0	3751	82	1011	287.58
51	0	500	484	499	499	134	967	69	35	55	8	3801	93	1010	287.67
50	0	502	482	500	499	134	928	70	38	77	137	3917	82	1010	287.58
50	0	502	482	498	498	134	939	71	39	95	139	3946	82	1009	287.58
50	0	502	481	499	497	135	919	71	39	97	141	3931	82	1009	287.33
49	0	501	484	498	500	134	919	71	39	96	141	3932	88	1009	288.53
49	0	501	483	500	500	133	960	71	38	95	143	3973	93	1009	289.95
49	0	501	484	500	499	132	1274	71	37	77	145	4269	77	1008	292.78
49	0	504	483	501	500	133	1178	71	28	46	103	4097	83	1008	293.97
49	0	505	484	500	501	197	1222	71	7	23	144	4205	78	1007	295.96
49	0	505	486	499	501	132	1036	70	17	7	144	3948	73	1006	297.16
51	0	504	485	501	501	134	1027	71	18	0	143	3936	69	1004	297.95
51	0	505	487	501	501	123	1040	71	19	0	142	3942	64	1004	298.34
51	0	506	486	501	502	167	1042	71	29	0	54	3911	64	1003	298.55
51	0	504	486	500	500	153	948	71	19	0	12	3742	69	1001	298.56
51	0	504	485	499	500	137	874	71	24	0	20	3652	56	1003	297.79
53	0	504	483	496	500	136	844	71	19	0	36	3628	77	1000	295.24
53	0	504	486	500	500	135	911	71	20	0	11	3678	69	1000	294.36
53	0	506	487	501	502	135	974	71	8	0	1	3726	83	1001	293.95
53	0	508	489	500	501	137	1001	71	2	0	0	3752	93	1001	293.22
53	0	509	490	496	503	224	1254	71	2	0	0	4100	88	1001	292.65
54	0	509	488	500	503	337	1287	71	2	0	0	4253	82	1002	291.39
54	0	504	490	501	503	295	1206	71	2	0	0	4129	77	1003	289.9
54	0	504	489	503	503	302	964	71	1	0	3	3897	77	1003	289.39
53	0	505	489	503	503	156	941	38	0	7	4	3702	77	1004	288.88
53	0	504	489	503	501	139	930	71	1	22	0	3715	82	1005	288.39
53	0	502	487	501	503	139	985	71	7	64	0	3814	82	1005	287.63
52	0	502	489	503	503	139	1007	71	11	75	1	3856	82	1005	287.12
52	0	503	488	502	502	139	931	71	12	73	21	3796	87	1006	286.62
53	0	503	486	502	501	139	912	70	8	84	1	3761	93	1006	286.73
53	0	502	488	502	502	139	914	71	9	82	59	3823	87	1007	286.93
54	0	502	487	502	502	227	1018	71	11	30	85	3991	87	1006	288.33
54	0	503	488	501	502	322	1037	72	11	65	21	4078	77	1006	290.14
54	0	503	488	502	502	356	1083	72	7	33	19	4120	82	1006	291.75
54	0	503	488	501	503	146	982	71	6	20	13	3790	82	1006	292.75
54	0	503	486	503	502	170	980	71	3	2	14	3791	63	1006	292.22
54	0	503	488	501	503	302	1056	71	4	0	3	3989	82	1007	290.05
54	0	505	488	505	504	269	930	71	4	0	0	3834	82	1006	290.15
54	0	507	489	516	504	221	901	71	0	0	0	3767	88	1006	291.11
55	0	507	491	502	503	205	885	71	1	0	0	3725	77	1006	291.73
55	0	505	488	503	503	200	1060	71	1	0	0	3888	100	1003	287.431
56	0	505	489	503	503	364	1092	71	1	0	0	4087	82	1008	290.77
56	0	503	489	503	503	364	1028	71	0	0	0	4020	87	1008	290.16
56	0	505	489	503	502	290	985	71	0	0	0	3904	87	1009	289.76
57	0	505	490	503	502	142	886	71	0	0	0	3658	87	1009	288.14
57	0	505	490	503	501	161	927	71	0	0	0	3719	67	1009	288.14
57	0	504	490	504	503	261	1045	71	0	0	0	3939	93	1010	286.91
56	0	504	490	503	503	197	964	71	0	2	2	3795	82	1010	286.39
56	0	502	490	503	502	137	894	71	0	11	1	3670	77	1010	285.61
55	0	503	489	503	502	147	927	71	0	47	3	3793	82	1010	285.12
54	0	504	488	502	500	291	1060	71	0	83	0	4098	87	1010	284.86
53	0	504	488	502	501	309	1062	71	0	89	0	4150	82	1010	284.86
53	0	502	489	502	502	144	988	71	1	68	2	3916	87	1011	284.12
53	0	500	489	502	502	270	989	71	2	75	3	4114	93	1011	284.15
53	0	500	488	502	500	348	995	71	6	65	10	4252	87	1012	285.73
53	0	501	487	501	501	281	985	71	7	67	22	4189	77	1012	288.76
53	0	501	485	499	499	285	1041	70	6	45	36	4235	72	1012	290.55
53	0	500	484	499	499	212	1005	70	4	20	28	4086	77	1012	291.15
53	0	499	483	498	498	360	993	70	1	9	12	4188	63	1012	292.15
53	0	499	483	498	498	353	1037	70	0	1	2	4256	63	1012	292.75
53	0	498	484	499	499	311	1005	70	2	0	0	4132	68	1012	292.36
53	0	499	485	500	500	157	940	70	1	0	0	3915	68	1011	292.96
54	0	497	485	500	499	143	888	70	0	0	0	3679	64	1011	293.15
55	0	499	485	500	499	178	873	70	0	0	13	3672	63	1011	292.56
55	0	503	487	501	501	144	844	70	0	0	45	3649	95	1007	287.527
55	0	503	488	502	500	211	966	70	1	0	18	3816	72	1011	291.56
55	0	504	488	502	502	267	961	70	1	0	2	3854	72	1011	290.53
55	0	504	489	503	502	167	912	70	2	0	0	3707	59	1011	289.53
55	0	506	489	503	502	143	846	70	2	0	0	3619	63	1011	288.89
55	0	505	488	503	502	143	838	70	6	0	0	3613	77	1011	288.14
55	0	506	490	504	503	142	841	70	6	0	0	3619	67	1011	287.39
55	0	507	491	504	504	149	899	70	7	5	5	3701	67	1011	287.09
55	0	506	492	505	504	141	922	70	8	29	10	3747	77	1011	286.63
54	0	506	491	504	504	286	1003	70	7	55	11	3996	82	1011	286.41
53	0	506	491	504	502	141	937	70	11	79	10	3807	82	1010	285.4
53	0	506	490	504	503	141	918	70	12	63	38	3801	82	1010	284.9
53	0	504	488	502	502	141	914	70	9	63	0	3749	82	1011	284.39
53	0	504	487	502	502	141	930	70	7	23	0	3721	82	1011	283.93
53	0	504	488	502	502	138	926	70	16	48	0	3747	76	1011	285.74
53	0	504	489	503	502	135	1056	70	13	33	0	3861	72	1010	287.76
54	0	504	488	503	502	137	959	70	26	38	62	3846	67	1011	289.75
55	0	503	487	503	503	138	959	70	18	19	53	3810	63	1011	290.75
54	0	503	487	502	500	138	922	70	18	12	40	3748	63	1010	290.77
54	0	502	487	502	502	137	978	70	14	1	17	3766	59	1011	290.76
54	0	504	488	503	503	138	932	70	16	0	14	3722	72	1009	290.15
55	0	504	489	504	503	138	919	70	23	0	10	3718	77	1010	288.97
55	0	507	492	506	505	139	900	70	18	0	1	3699	77	1011	289.58
56	0	509	497	509	508	138	845	70	8	0	0	3649	72	1011	288.55
56	0	511	499	510	509	139	840	70	5	0	5	3653	72	1012	288.55
56	0	512	500	511	509	146	850	70	3	0	23	3690	72	1012	288.16
56	0	513	501	511	510	140	809	70	10	0	8	3639	72	1012	287.36
56	0	514	501	512	510	139	831	71	11	0	4	3660	76	1013	286.76
56	0	515	502	512	510	139	862	71	7	0	2	3687	76	1013	285.63
57	0	515	503	513	511	139	864	71	4	0	0	3689	76	1014	285.12
57	0	517	504	513	510	193	1059	70	4	0	0	3940	82	1014	284.63
56	0	516	503	512	511	144	1096	71	8	3	5	3937	82	1014	284.37
56	0	516	502	512	510	136	907	71	5	14	9	3749	82	1015	284.12
56	0	515	500	511	508	134	905	70	4	30	7	3750	82	1015	284.12
56	0	513	498	509	509	134	922	71	4	40	6	3769	82	1015	284.12
55	0	512	497	508	508	134	924	71	4	39	4	3764	82	1016	284.12
55	0	511	496	508	507	134	902	71	8	89	2	3791	81	1016	283.88
54	0	512	497	509	508	133	910	70	10	75	1	3787	81	1017	283.94
54	0	514	501	511	510	136	908	71	12	47	2	3774	81	1018	284.75
54	0	516	504	513	511	136	904	71	9	22	2	3754	76	1019	286.35
54	0	518	507	514	511	136	939	71	9	25	0	3797	72	1019	287.34
54	0	519	507	516	513	136	938	71	20	28	0	3816	67	1020	288.54
55	0	518	509	516	513	186	1154	71	9	7	0	4050	63	1020	289.15
55	0	518	510	516	513	187	1182	71	8	1	0	4067	63	1021	289.55
56	0	518	509	516	512	269	1132	71	10	0	0	4101	59	1021	290.36
56	0	517	510	517	513	290	1083	71	11	0	16	4093	51	1021	290.76
57	0	518	510	517	514	246	1095	71	15	0	22	4075	45	1021	290.73
56	0	518	510	517	513	140	863	71	12	0	8	3717	48	1022	290.36
57	0	518	509	516	513	137	836	71	8	0	0	3674	51	1022	289.36
57	0	515	506	515	511	138	888	71	9	0	14	3731	51	1023	287.95
57	0	513	503	513	511	138	900	71	7	0	5	3730	58	1024	286.55
57	0	512	501	512	510	138	948	70	7	0	0	3766	67	1025	285.97
57	0	510	500	511	510	137	1048	71	4	0	30	3888	71	1025	284.63
57	0	511	499	511	510	138	953	71	5	0	36	3800	71	1026	284.37
57	0	511	499	512	510	191	1112	71	8	0	54	4034	71	1026	283.88
57	0	512	501	512	510	139	889	71	12	5	22	3740	66	1027	283.37
57	0	511	502	513	511	138	912	70	9	32	30	3796	62	1027	283.1
57	0	513	503	513	511	137	930	70	7	65	11	3829	66	1027	282.37
56	0	514	504	513	511	136	942	71	5	50	1	3814	66	1028	281.87
56	0	507	504	513	512	136	942	71	4	2	0	3759	71	1028	281.12
55	0	496	504	514	511	136	928	70	5	47	0	3778	76	1029	280.88
55	0	495	504	514	511	136	927	71	4	0	0	3729	81	1030	281.15
54	0	492	502	513	511	136	965	71	2	21	1	3780	81	1030	282.78
53	0	490	501	512	511	137	954	72	1	96	9	3847	62	1030	285.16
54	0	489	497	509	509	136	1043	72	1	78	4	3900	54	1031	286.76
54	0	487	496	509	508	153	1098	72	1	49	3	3937	51	1031	288.15
54	0	487	495	509	508	141	1116	72	3	18	3	3913	51	1031	288.76
54	0	486	496	509	508	136	987	72	7	1	2	3763	48	1031	289.15
55	0	486	497	510	509	135	945	72	11	0	0	3728	55	1030	289.76
56	0	487	496	510	507	135	938	72	6	0	0	3716	59	1030	290.15
56	0	487	498	511	510	136	963	72	6	0	0	3748	45	1029	290.15
57	0	487	498	511	510	138	910	72	6	0	0	3699	59	1029	290.36
57	0	483	498	511	510	139	849	72	5	0	5	3639	63	1029	289.56
57	0	470	499	511	510	137	901	72	5	0	10	3683	67	1029	288.76
57	0	470	499	512	509	137	956	72	6	0	8	3737	76	1029	286.73
57	0	470	499	511	510	137	882	71	3	0	3	3654	58	1030	285.52
57	0	470	499	511	510	138	849	72	3	0	2	3620	58	1030	285.12
57	0	470	498	511	510	138	879	71	2	0	2	3648	62	1030	284.39
57	0	470	499	511	510	137	1056	71	2	0	4	3827	62	1030	284.14
57	0	471	500	512	511	138	993	71	0	4	11	3779	62	1030	283.63
57	0	472	502	513	510	138	881	71	0	26	19	3701	66	1031	283.12
56	0	472	503	514	512	137	933	71	0	56	3	3769	71	1030	282.37
56	0	475	504	515	511	136	935	72	0	78	2	3797	71	1031	281.85
55	0	474	505	515	513	136	942	71	0	77	3	3805	81	1031	281.37
55	0	479	505	515	513	136	985	71	0	89	4	3866	76	1032	282.07
55	0	478	503	514	513	136	951	71	0	88	6	3827	76	1032	281.12
55	0	474	497	509	509	136	953	71	0	90	1	3804	71	1033	283.13
55	0	473	495	508	508	136	961	71	0	91	9	3815	62	1033	286.15
55	0	471	494	508	507	136	1014	71	0	71	6	3840	51	1034	288.55
55	0	471	493	508	507	138	1133	71	0	43	10	3935	51	1033	289.55
55	0	470	493	507	507	201	1202	71	0	15	6	4034	48	1033	290.56
55	0	471	493	507	506	335	1219	4	0	1	5	4103	45	1033	291.15
55	0	471	492	509	507	151	1109	0	1	0	0	3803	48	1032	291.35
56	0	473	493	509	510	147	993	0	0	0	0	3692	52	1032	291.35
57	0	475	494	512	511	140	926	0	2	0	0	3629	48	1031	291.35
57	0	474	495	512	512	141	820	0	3	0	0	3527	48	1031	291.35
57	0	473	495	510	512	140	802	0	0	0	0	3500	51	1030	290.56
57	0	472	495	512	511	140	782	0	0	0	0	3481	59	1030	289.15
57	0	471	494	510	509	140	777	0	0	0	2	3472	67	1030	287.74
56	0	473	493	511	511	141	793	0	0	0	0	3487	67	1030	286.29
56	0	474	492	511	510	141	803	0	0	0	0	3497	71	1030	285.87
57	0	475	492	510	510	141	849	0	0	0	0	3543	67	1030	285.6
56	0	474	491	510	509	246	1103	0	0	0	0	3899	67	1030	285.09
57	0	473	490	509	508	258	1146	0	0	5	1	3957	71	1030	284.35
56	0	472	490	509	507	160	996	0	0	29	7	3789	82	1029	283.61
55	0	472	489	509	508	144	1136	0	0	58	5	3989	76	1029	282.37
54	0	470	487	508	508	219	1229	0	0	82	4	4207	81	1028	282.88
53	0	473	490	508	508	145	1165	0	0	95	2	4152	81	1027	282.14
53	0	475	490	510	509	142	1055	0	0	98	0	4135	76	1027	282.12
53	0	472	491	509	509	143	1063	0	0	97	0	4422	87	1029	282.32
53	0	470	492	506	509	140	947	0	0	98	0	4302	71	1029	284.53
53	0	471	493	506	508	140	934	0	0	86	0	4350	59	1029	287.95
53	0	472	492	507	507	139	966	0	0	66	0	4442	59	1029	290.36
53	0	472	491	506	507	166	1132	0	0	43	0	4664	55	1028	291.76
53	0	471	490	505	506	140	957	0	0	12	0	4428	48	1027	292.17
54	0	471	489	505	505	226	1195	0	1	1	0	4261	45	1027	293.15
54	0	471	488	504	505	292	1193	0	0	0	0	4234	37	1026	294.15
56	0	471	486	504	504	269	1123	0	2	0	0	4153	46	1025	294.53
56	0	469	488	504	503	193	1015	0	6	0	0	3953	49	1024	294.73
57	0	469	487	504	505	135	841	0	10	0	0	3556	49	1023	294.33
57	0	471	491	506	506	134	818	0	6	0	0	3496	55	1023	293.34
57	0	473	492	505	507	135	874	0	7	0	0	3558	55	1022	291.14
57	0	475	493	506	506	135	849	0	9	0	0	3538	72	1022	288.91
57	0	476	494	508	508	135	864	0	6	0	0	3556	82	1022	288.09
57	0	477	495	507	508	135	862	0	5	0	0	3562	93	1021	287.37
56	0	477	493	509	509	134	857	0	6	0	0	3649	87	1021	286.85
56	0	477	495	509	510	135	971	0	5	0	0	3927	82	1021	285.84
56	0	479	495	507	510	134	955	0	4	3	0	4068	93	1020	284.6
55	0	477	495	509	509	133	1151	0	2	19	0	4275	93	1020	284.6
53	0	476	494	507	509	135	1122	0	0	35	0	4253	100	1019	284.11
52	0	476	493	506	508	281	1220	0	0	59	0	4526	87	1019	283.34
52	0	475	492	507	508	288	1225	0	0	96	0	4571	87	1019	283.84
52	0	474	489	504	507	180	1173	0	0	99	0	4418	87	1018	283.59
52	0	473	487	505	500	141	1003	0	0	99	0	4073	93	1018	283.54
52	0	472	488	503	503	155	1188	0	0	93	0	4262	72	1018	285.71
52	0	471	487	500	504	172	1196	0	0	86	0	4536	77	1018	289.16
51	0	471	487	499	504	351	1251	0	0	61	0	4780	68	1018	291.76
51	0	471	486	506	503	321	1253	0	0	47	0	4865	63	1018	293.75
51	0	472	486	507	505	359	1193	0	0	15	0	5008	68	1017	294.96
51	0	472	489	507	506	249	1200	0	0	1	0	4812	72	1017	295.56
52	0	473	487	506	506	355	1185	0	0	0	0	5009	77	1016	295.16
53	0	473	489	506	506	247	1121	0	0	0	0	4566	72	1015	295.95
54	0	472	487	507	506	229	1043	0	0	0	0	4266	64	1014	296.55
54	0	473	490	506	505	138	806	0	1	0	0	3898	53	1014	296.35
55	0	475	489	509	507	137	855	0	2	0	0	3792	56	1013	295.35
55	0	476	491	509	509	138	886	0	3	0	0	3617	64	1013	294.14
55	0	474	492	510	507	138	855	0	3	0	0	3541	77	1013	291.52
56	0	476	492	510	509	140	807	0	1	0	0	3499	82	1013	290.52
56	0	476	493	510	509	142	805	0	1	0	0	3507	82	1013	289.36
56	0	477	492	510	509	142	837	0	3	0	0	3634	82	1013	289.1
56	0	475	492	509	508	166	983	0	0	0	0	3969	87	1012	287.85
56	0	473	492	509	508	142	1088	0	0	2	0	4193	93	1012	287.11
55	0	475	492	509	508	334	1160	0	0	27	0	4527	82	1012	286.88
53	0	475	491	509	508	339	1179	0	0	22	0	4530	87	1012	285.87
52	0	473	490	508	507	312	1160	0	0	36	0	4505	87	1012	284.86
52	0	472	483	507	506	357	1129	0	0	94	0	4560	93	1011	284.86
51	0	471	481	507	506	359	1216	0	0	99	0	4689	93	1011	284.61
52	0	470	486	507	506	361	1211	0	0	94	1	4661	87	1012	284.95
52	0	470	488	507	505	189	1149	0	0	98	5	4386	88	1012	287.12
51	0	470	488	507	504	186	1140	0	1	89	4	4414	77	1012	290.15
51	0	464	488	507	506	325	1131	0	0	66	1	4588	82	1012	292.58
52	0	464	488	496	506	346	1157	0	1	42	0	4887	88	1011	293.17
52	0	465	488	507	506	361	1117	0	0	13	2	4838	60	1011	294.76
52	0	464	486	507	505	358	1139	0	0	1	1	4832	77	1010	295.56
52	0	464	486	506	505	361	1132	0	1	0	0	5022	57	1009	296.35
52	0	463	485	505	503	302	1033	0	4	0	0	4754	77	1009	296.34
53	0	461	484	505	502	265	992	0	6	0	0	4626	73	1008	295.97
53	0	464	484	505	502	209	971	0	9	0	0	4191	82	1008	295.96
53	0	462	483	505	503	137	942	0	12	0	4	3691	82	1008	295.77
53	0	463	485	506	502	343	1082	0	22	0	8	3966	88	1008	294.17
54	0	467	486	507	504	228	976	0	22	0	8	3758	88	1008	292.75
54	0	467	487	508	505	235	1135	0	16	0	5	3930	93	1009	291.53
54	0	468	487	507	505	189	1068	0	7	0	0	3907	93	1009	290.62
54	0	467	487	507	505	178	1033	0	4	0	8	4010	88	1009	290.61
54	0	465	487	507	505	291	1131	0	4	0	10	4433	82	1009	290.62
54	0	464	487	507	505	319	1029	0	3	0	14	4410	88	1008	289.36
52	0	465	487	507	505	176	915	0	3	4	29	4115	88	1009	288.86
51	0	465	487	507	504	143	967	0	1	21	27	4252	93	1009	289.11
51	0	465	486	507	505	186	1078	0	0	34	13	4736	93	1009	289.11
51	0	464	485	506	504	354	1168	0	0	69	10	5167	93	1009	288.84
50	0	460	484	505	503	359	1145	0	0	81	27	5408	93	1009	288.6
50	0	462	483	504	502	313	1129	0	0	95	37	5415	87	1010	288.78
50	0	465	480	502	499	146	1070	0	1	90	52	5252	77	1011	290.95
49	0	469	479	502	499	265	1137	0	1	88	48	5435	72	1011	293.15
49	0	469	479	502	500	352	1164	0	2	71	60	5617	82	1011	294.35
49	0	468	479	501	500	353	1158	0	3	43	65	5547	82	1011	295.96
50	0	468	480	502	500	352	1161	0	4	14	67	5554	64	1011	296.96
50	0	468	482	504	500	349	1132	0	3	1	62	5757	64	1011	297.78
50	0	467	483	503	503	350	1116	0	4	0	55	5719	64	1011	298.18
51	0	467	482	504	503	323	1012	0	2	0	42	5296	73	1011	298.36
51	0	466	481	503	503	222	974	0	0	0	35	4925	69	1011	298.56
51	0	467	484	505	502	222	1019	0	0	0	26	4304	78	1011	298.37
52	0	471	485	506	504	207	946	0	0	0	33	4147	78	1011	297.75
52	0	472	483	506	504	215	1071	0	0	0	36	3926	78	1012	296.74
52	0	471	486	506	505	179	1016	0	0	0	31	3749	83	1012	295.12
53	0	473	487	507	505	141	994	0	2	0	21	3687	78	1013	294.52
53	0	473	485	505	506	299	1074	0	9	0	6	3940	64	1013	293.84
53	0	473	487	507	505	140	926	0	8	0	4	3804	64	1014	293.84
53	0	473	487	507	505	203	987	0	6	0	4	4358	73	1014	292.6
53	0	472	487	507	505	244	1070	0	3	3	9	4639	73	1015	292.86
53	0	472	487	505	505	175	1100	0	4	27	7	4622	82	1015	291.63
52	0	472	485	507	503	137	1047	0	3	52	1	4545	82	1015	291.39
51	0	472	486	506	504	205	1230	0	0	71	1	4890	82	1015	290.88
50	0	471	485	506	504	354	1195	0	1	91	1	5325	88	1016	290.63
50	0	470	483	504	502	197	1185	0	1	97	3	5169	82	1017	290.66
50	0	467	480	503	502	284	1231	0	0	98	6	5166	82	1017	290.32
50	0	468	480	502	501	322	1214	0	0	88	9	5135	68	1018	291.32
50	0	469	478	500	500	342	1245	0	0	71	7	5417	64	1019	293.33
